Time,OEQ1962278:1_7,KEQ0195933:1_7
 13.05.21 21:00:00,,
 13.05.21 21:30:00,0,103.2
 13.05.21 22:00:00,0,44.6
 13.05.21 22:30:00,0,19
 13.05.21 23:00:00,0,17
 13.05.21 23:30:00,0,17
 14.05.21 00:00:00,0,16.375
 14.05.21 00:30:00,0,16
 14.05.21 01:00:00,0,16
 14.05.21 01:30:00,0,16
 14.05.21 02:00:00,0,16
 14.05.21 02:30:00,0,16
 14.05.21 03:00:00,0,16
 14.05.21 03:30:00,0,16
 14.05.21 04:00:00,0,16.216
 14.05.21 04:30:00,0,17
 14.05.21 05:00:00,0,20.111
 14.05.21 05:30:00,0,51.6
 14.05.21 06:00:00,25.706,111.364
 14.05.21 06:30:00,97.509,149
 14.05.21 07:00:00,121.906,177.273
 14.05.21 07:30:00,127.706,190.667
 14.05.21 08:00:00,166.484,192.182
 14.05.21 08:30:00,180.543,199.364
 14.05.21 09:00:00,201.868,207.25
 14.05.21 09:30:00,197.1,209.625
 14.05.21 10:00:00,202.158,211
 14.05.21 10:30:00,199.962,213.75
 14.05.21 11:00:00,207.062,217.364
 14.05.21 11:30:00,196.097,221.455
 14.05.21 12:00:00,197.99,222.5
 14.05.21 12:30:00,213.344,223.5
 14.05.21 13:00:00,206.117,223
 14.05.21 13:30:00,199.08,221.8
 14.05.21 14:00:00,202.059,221
 14.05.21 14:30:00,208.698,222.364
 14.05.21 15:00:00,195.192,222.1
 14.05.21 15:30:00,202.42,
 14.05.21 16:00:00,191.497,212.5
 14.05.21 16:30:00,203.822,211
 14.05.21 17:00:00,181.053,206.636
 14.05.21 17:30:00,132.126,194.111
 14.05.21 18:00:00,130.095,191.222
 14.05.21 18:30:00,138.462,190
 14.05.21 19:00:00,169.734,191.429
 14.05.21 19:30:00,185.269,197.125
 14.05.21 20:00:00,187.655,209.875
 14.05.21 20:30:00,156.433,211
 14.05.21 21:00:00,67.426,181.976
 14.05.21 21:30:00,0.833,143.926
 14.05.21 22:00:00,0,89.429
 14.05.21 22:30:00,0,37.333
 14.05.21 23:00:00,0,20.556
 14.05.21 23:30:00,0,18.333
 15.05.21 00:00:00,0,17
 15.05.21 00:30:00,0,16
 15.05.21 01:00:00,0,16
 15.05.21 01:30:00,0,16
 15.05.21 02:00:00,0,16
 15.05.21 02:30:00,0,16
 15.05.21 03:00:00,0,16
 15.05.21 03:30:00,0,16
 15.05.21 04:00:00,0,16
 15.05.21 04:30:00,0,16.818
 15.05.21 05:00:00,0,27.429
 15.05.21 05:30:00,18.715,76.778
 15.05.21 06:00:00,97.372,133.667
 15.05.21 06:30:00,162.538,171.667
 15.05.21 07:00:00,197.25,191.7
 15.05.21 07:30:00,212.265,210.364
 15.05.21 08:00:00,205.229,214.429
 15.05.21 08:30:00,209.07,211
 15.05.21 09:00:00,206.204,215
 15.05.21 09:30:00,203.903,219
 15.05.21 10:00:00,205.689,216.636
 15.05.21 10:30:00,210.519,216
 15.05.21 11:00:00,207.101,216.8
 15.05.21 11:30:00,207.394,217.25
 15.05.21 12:00:00,214.033,219.75
 15.05.21 12:30:00,207.969,216
 15.05.21 13:00:00,197.386,214
 15.05.21 13:30:00,198.206,214.2
 15.05.21 14:00:00,200.713,214.273
 15.05.21 14:30:00,200.579,213
 15.05.21 15:00:00,206.678,214.25
 15.05.21 15:30:00,214.04,215.2
 15.05.21 16:00:00,201.319,218.5
 15.05.21 16:30:00,199.329,212
 15.05.21 17:00:00,203.925,209
 15.05.21 17:30:00,207.184,211.818
 15.05.21 18:00:00,204.509,212.167
 15.05.21 18:30:00,205.128,213
 15.05.21 19:00:00,195.777,213.1
 15.05.21 19:30:00,193.142,212.889
 15.05.21 20:00:00,162.755,207.333
 15.05.21 20:30:00,117.144,197.333
 15.05.21 21:00:00,25.041,162.333
 15.05.21 21:30:00,0,126.222
 15.05.21 22:00:00,0,68.6
 15.05.21 22:30:00,0,28.875
 15.05.21 23:00:00,0,19.75
 15.05.21 23:30:00,0,18.6
 16.05.21 00:00:00,0,18
 16.05.21 00:30:00,0,18
 16.05.21 01:00:00,0,16.857
 16.05.21 01:30:00,0,16
 16.05.21 02:00:00,0,16
 16.05.21 02:30:00,0,16
 16.05.21 03:00:00,0,16
 16.05.21 03:30:00,0,16
 16.05.21 04:00:00,0,16
 16.05.21 04:30:00,0,17.444
 16.05.21 05:00:00,0,26.2
 16.05.21 05:30:00,0,52.364
 16.05.21 06:00:00,38.996,122.417
 16.05.21 06:30:00,83.536,156.333
 16.05.21 07:00:00,131.39,171.909
 16.05.21 07:30:00,154.029,190.364
 16.05.21 08:00:00,177.885,198.656
 16.05.21 08:30:00,202.519,206.571
 16.05.21 09:00:00,194.851,208.667
 16.05.21 09:30:00,214.499,208
 16.05.21 10:00:00,214.128,215.444
 16.05.21 10:30:00,209.944,216.6
 16.05.21 11:00:00,212.496,213.667
 16.05.21 11:30:00,216.245,213
 16.05.21 12:00:00,211.396,217.833
 16.05.21 12:30:00,210.957,217.091
 16.05.21 13:00:00,208.908,218
 16.05.21 13:30:00,208.91,217.455
 16.05.21 14:00:00,206.449,217
 16.05.21 14:30:00,205.339,220.182
 16.05.21 15:00:00,193.753,220.556
 16.05.21 15:30:00,210.076,218.333
 16.05.21 16:00:00,202.43,213.778
 16.05.21 16:30:00,201.041,211
 16.05.21 17:00:00,202.512,212.833
 16.05.21 17:30:00,216.611,215
 16.05.21 18:00:00,214.59,217.75
 16.05.21 18:30:00,212.541,220.125
 16.05.21 19:00:00,211.853,222
 16.05.21 19:30:00,207.065,221
 16.05.21 20:00:00,190.07,208
 16.05.21 20:30:00,133.166,203.75
 16.05.21 21:00:00,71.772,184.2
 16.05.21 21:30:00,4.221,147.5
 16.05.21 22:00:00,0,80.25
 16.05.21 22:30:00,0,31.308
 16.05.21 23:00:00,0,20.556
 16.05.21 23:30:00,0,19
 17.05.21 00:00:00,0,19
 17.05.21 00:30:00,0,18.444
 17.05.21 01:00:00,0,17.444
 17.05.21 01:30:00,0,16
 17.05.21 02:00:00,0,16
 17.05.21 02:30:00,0,16
 17.05.21 03:00:00,0,16
 17.05.21 03:30:00,0,16
 17.05.21 04:00:00,0,16
 17.05.21 04:30:00,0,17.156
 17.05.21 05:00:00,0,32.5
 17.05.21 05:30:00,29.992,82.091
 17.05.21 06:00:00,105.355,141.364
 17.05.21 06:30:00,171.705,177.5
 17.05.21 07:00:00,208.707,193.75
 17.05.21 07:30:00,213.239,213.6
 17.05.21 08:00:00,214,221
 17.05.21 08:30:00,213.128,223.75
 17.05.21 09:00:00,213,224.818
 17.05.21 09:30:00,213.839,226.236
 17.05.21 10:00:00,211.742,216.36
 17.05.21 10:30:00,205.455,212
 17.05.21 11:00:00,209.576,215.333
 17.05.21 11:30:00,210.157,216.667
 17.05.21 12:00:00,215.379,217
 17.05.21 12:30:00,210.62,217.9
 17.05.21 13:00:00,209.429,218
 17.05.21 13:30:00,203.848,218.455
 17.05.21 14:00:00,208.635,219.5
 17.05.21 14:30:00,208.109,218.125
 17.05.21 15:00:00,206.979,216.375
 17.05.21 15:30:00,207.875,216
 17.05.21 16:00:00,206.466,216.818
 17.05.21 16:30:00,197.092,210.4
 17.05.21 17:00:00,197.743,207.9
 17.05.21 17:30:00,185.121,203
 17.05.21 18:00:00,195.804,205.8
 17.05.21 18:30:00,216.859,214.833
 17.05.21 19:00:00,209.045,221.667
 17.05.21 19:30:00,203.167,209
 17.05.21 20:00:00,162.477,206.273
 17.05.21 20:30:00,120.63,196.556
 17.05.21 21:00:00,69.169,177.625
 17.05.21 21:30:00,5.642,149.5
 17.05.21 22:00:00,0,101.111
 17.05.21 22:30:00,0,56.3
 17.05.21 23:00:00,0,27.4
 17.05.21 23:30:00,0,19.9
 18.05.21 00:00:00,0,19
 18.05.21 00:30:00,0,19
 18.05.21 01:00:00,0,18.7
 18.05.21 01:30:00,0,16.667
 18.05.21 02:00:00,0,16
 18.05.21 02:30:00,0,16
 18.05.21 03:00:00,0,16
 18.05.21 03:30:00,0,16
 18.05.21 04:00:00,0,16
 18.05.21 04:30:00,0,16.444
 18.05.21 05:00:00,0,21.75
 18.05.21 05:30:00,0,56.6
 18.05.21 06:00:00,7.514,116.9
 18.05.21 06:30:00,38.944,143.9
 18.05.21 07:00:00,84.429,160.5
 18.05.21 07:30:00,135.335,172.333
 18.05.21 08:00:00,177.006,190.111
 18.05.21 08:30:00,197.068,203.111
 18.05.21 09:00:00,197.251,208.818
 18.05.21 09:30:00,210.848,210.111
 18.05.21 10:00:00,208.542,216
 18.05.21 10:30:00,206.917,216.818
 18.05.21 11:00:00,206.666,215.5
 18.05.21 11:30:00,200.48,215
 18.05.21 12:00:00,202.835,220.444
 18.05.21 12:30:00,208.668,223.222
 18.05.21 13:00:00,204.85,223.143
 18.05.21 13:30:00,198.307,221
 18.05.21 14:00:00,195.113,220.111
 18.05.21 14:30:00,205.849,220
 18.05.21 15:00:00,200.906,219.2
 18.05.21 15:30:00,210.9,219.2
 18.05.21 16:00:00,193.344,220.364
 18.05.21 16:30:00,210.661,219.727
 18.05.21 17:00:00,209.374,215
 18.05.21 17:30:00,208.572,215.333
 18.05.21 18:00:00,201.852,216
 18.05.21 18:30:00,207.407,216.167
 18.05.21 19:00:00,201.476,216.429
 18.05.21 19:30:00,180.762,209.667
 18.05.21 20:00:00,141.372,197.5
 18.05.21 20:30:00,72.691,175.636
 18.05.21 21:00:00,35.173,167.067
 18.05.21 21:30:00,0.099,141.286
 18.05.21 22:00:00,0,71.75
 18.05.21 22:30:00,0,24.875
 18.05.21 23:00:00,0,19.43
 18.05.21 23:30:00,0,18.6
 19.05.21 00:00:00,0,18
 19.05.21 00:30:00,0,17
 19.05.21 01:00:00,0,16
 19.05.21 01:30:00,0,15.875
 19.05.21 02:00:00,0,15
 19.05.21 02:30:00,0,15.727
 19.05.21 03:00:00,0,16
 19.05.21 03:30:00,0,16
 19.05.21 04:00:00,0,16
 19.05.21 04:30:00,0,16.3
 19.05.21 05:00:00,0,19.727
 19.05.21 05:30:00,2.078,51.5
 19.05.21 06:00:00,56.924,108.5
 19.05.21 06:30:00,77.325,164.3
 19.05.21 07:00:00,94.529,174
 19.05.21 07:30:00,158.839,176.909
 19.05.21 08:00:00,191.262,194.375
 19.05.21 08:30:00,204.649,207.375
 19.05.21 09:00:00,202.175,213.1
 19.05.21 09:30:00,189.013,210.182
 19.05.21 10:00:00,198.051,208
 19.05.21 10:30:00,202.098,211.261
 19.05.21 11:00:00,205.536,214.125
 19.05.21 11:30:00,198.62,213.444
 19.05.21 12:00:00,203.744,214.636
 19.05.21 12:30:00,198.537,220.25
 19.05.21 13:00:00,202.132,214
 19.05.21 13:30:00,205.094,215
 19.05.21 14:00:00,201.137,218.952
 19.05.21 14:30:00,188.739,213.222
 19.05.21 15:00:00,197.033,204
 19.05.21 15:30:00,208.698,209.5
 19.05.21 16:00:00,214.106,216
 19.05.21 16:30:00,210.238,217
 19.05.21 17:00:00,207.714,217.333
 19.05.21 17:30:00,213.691,217
 19.05.21 18:00:00,197.415,214.714
 19.05.21 18:30:00,174.021,207.857
 19.05.21 19:00:00,175.442,203.1
 19.05.21 19:30:00,177.093,202.364
 19.05.21 20:00:00,183.946,206.333
 19.05.21 20:30:00,129.648,203
 19.05.21 21:00:00,69.77,181
 19.05.21 21:30:00,6.225,149.75
 19.05.21 22:00:00,0,94.5
 19.05.21 22:30:00,0,49.083
 19.05.21 23:00:00,0,23.2
 19.05.21 23:30:00,0,19.889
 20.05.21 00:00:00,0,18
 20.05.21 00:30:00,0,17.429
 20.05.21 01:00:00,0,17
 20.05.21 01:30:00,0,17
 20.05.21 02:00:00,0,16.125
 20.05.21 02:30:00,0,16
 20.05.21 03:00:00,0,16
 20.05.21 03:30:00,0,16
 20.05.21 04:00:00,0,16
 20.05.21 04:30:00,0,16.9
 20.05.21 05:00:00,0,24.714
 20.05.21 05:30:00,1.262,72.727
 20.05.21 06:00:00,62.143,127.7
 20.05.21 06:30:00,107.765,158.909
 20.05.21 07:00:00,129.837,183
 20.05.21 07:30:00,157.902,191
 20.05.21 08:00:00,138.834,192
 20.05.21 08:30:00,169.614,193.333
 20.05.21 09:00:00,197.432,203.727
 20.05.21 09:30:00,207.502,208.5
 20.05.21 10:00:00,206.04,210
 20.05.21 10:30:00,215.306,215.222
 20.05.21 11:00:00,213.23,
 20.05.21 11:30:00,212.837,218.5
 20.05.21 12:00:00,214.629,218
 20.05.21 12:30:00,214.54,220.727
 20.05.21 13:00:00,208.432,219.625
 20.05.21 13:30:00,206.625,219
 20.05.21 14:00:00,210.679,218.625
 20.05.21 14:30:00,206.738,216.667
 20.05.21 15:00:00,206.001,214
 20.05.21 15:30:00,211.354,214
 20.05.21 16:00:00,212.401,214
 20.05.21 16:30:00,204.868,214
 20.05.21 17:00:00,207.87,216
 20.05.21 17:30:00,212.189,216.714
 20.05.21 18:00:00,211.416,216.857
 20.05.21 18:30:00,210.272,215
 20.05.21 19:00:00,209.973,215.778
 20.05.21 19:30:00,192.547,214.6
 20.05.21 20:00:00,149.469,204.545
 20.05.21 20:30:00,106.317,184.556
 20.05.21 21:00:00,46.652,167.25
 20.05.21 21:30:00,0.118,136.25
 20.05.21 22:00:00,0,82.625
 20.05.21 22:30:00,0,39.5
 20.05.21 23:00:00,0,23.2
 20.05.21 23:30:00,0,21
 21.05.21 00:00:00,0,20.375
 21.05.21 00:30:00,0,20
 21.05.21 01:00:00,0,19.25
 21.05.21 01:30:00,0,17.333
 21.05.21 02:00:00,0,16.727
 21.05.21 02:30:00,0,16
 21.05.21 03:00:00,0,16
 21.05.21 03:30:00,0,16
 21.05.21 04:00:00,0,16.143
 21.05.21 04:30:00,0,18.439
 21.05.21 05:00:00,0,40.6
 21.05.21 05:30:00,45.897,95
 21.05.21 06:00:00,115.833,148.727
 21.05.21 06:30:00,181.324,181.688
 21.05.21 07:00:00,176.936,195.111
 21.05.21 07:30:00,194.825,199.625
 21.05.21 08:00:00,196.245,207
 21.05.21 08:30:00,202.631,208
 21.05.21 09:00:00,209.404,210.616
 21.05.21 09:30:00,199.878,216.875
 21.05.21 10:00:00,215.418,218
 21.05.21 10:30:00,212.207,219.889
 21.05.21 11:00:00,206.479,217
 21.05.21 11:30:00,211.835,217
 21.05.21 12:00:00,213.77,218.9
 21.05.21 12:30:00,209.622,220
 21.05.21 13:00:00,199.723,219.273
 21.05.21 13:30:00,202.726,219.1
 21.05.21 14:00:00,201.827,220.4
 21.05.21 14:30:00,204.854,220.286
 21.05.21 15:00:00,206.944,217
 21.05.21 15:30:00,210.815,217
 21.05.21 16:00:00,213.298,218.111
 21.05.21 16:30:00,207.231,215
 21.05.21 17:00:00,214.274,215
 21.05.21 17:30:00,210.227,214.75
 21.05.21 18:00:00,197.546,214
 21.05.21 18:30:00,213.307,214
 21.05.21 19:00:00,208.874,219
 21.05.21 19:30:00,204.129,224.167
 21.05.21 20:00:00,195.486,217.667
 21.05.21 20:30:00,158.15,208.167
 21.05.21 21:00:00,102.763,192.9
 21.05.21 21:30:00,15.98,160.833
 21.05.21 22:00:00,0,106.636
 21.05.21 22:30:00,0,52.818
 21.05.21 23:00:00,0,26.55
 21.05.21 23:30:00,0,21.3
 22.05.21 00:00:00,0,21
 22.05.21 00:30:00,0,20.125
 22.05.21 01:00:00,0,19.818
 22.05.21 01:30:00,0,18.5
 22.05.21 02:00:00,0,17
 22.05.21 02:30:00,0,17
 22.05.21 03:00:00,0,17
 22.05.21 03:30:00,0,17.25
 22.05.21 04:00:00,0,18
 22.05.21 04:30:00,0,20.429
 22.05.21 05:00:00,0,36.1
 22.05.21 05:30:00,18.733,91
 22.05.21 06:00:00,47.127,141.455
 22.05.21 06:30:00,90.717,164.75
 22.05.21 07:00:00,119.563,170.571
 22.05.21 07:30:00,141.647,187.5
 22.05.21 08:00:00,182.561,194.5
 22.05.21 08:30:00,201.089,203.588
 22.05.21 09:00:00,208.106,213
 22.05.21 09:30:00,214.603,217.571
 22.05.21 10:00:00,220.774,217
 22.05.21 10:30:00,215.276,213.571
 22.05.21 11:00:00,219.231,213.778
 22.05.21 11:30:00,213.369,216
 22.05.21 12:00:00,208.123,218.222
 22.05.21 12:30:00,204.374,218.909
 22.05.21 13:00:00,195.58,218
 22.05.21 13:30:00,193.802,219
 22.05.21 14:00:00,203.523,221.889
 22.05.21 14:30:00,200.396,220.364
 22.05.21 15:00:00,205.299,220.8
 22.05.21 15:30:00,192.835,221.3
 22.05.21 16:00:00,200.801,215.111
 22.05.21 16:30:00,205.876,213
 22.05.21 17:00:00,205.133,214.75
 22.05.21 17:30:00,194.55,213.625
 22.05.21 18:00:00,172.241,206.25
 22.05.21 18:30:00,167.515,206.444
 22.05.21 19:00:00,149.724,198.9
 22.05.21 19:30:00,114.59,187.333
 22.05.21 20:00:00,97.875,181.1
 22.05.21 20:30:00,69.643,175
 22.05.21 21:00:00,19.046,160.375
 22.05.21 21:30:00,0,133.833
 22.05.21 22:00:00,0,81.875
 22.05.21 22:30:00,0,37.636
 22.05.21 23:00:00,0,23.037
 22.05.21 23:30:00,0,21
 23.05.21 00:00:00,0,21
 23.05.21 00:30:00,0,21
 23.05.21 01:00:00,0,21
 23.05.21 01:30:00,0,19.875
 23.05.21 02:00:00,0,18.5
 23.05.21 02:30:00,0,17.556
 23.05.21 03:00:00,0,17
 23.05.21 03:30:00,0,17
 23.05.21 04:00:00,0,18.111
 23.05.21 04:30:00,0,24.4
 23.05.21 05:00:00,0,56.111
 23.05.21 05:30:00,46.78,102
 23.05.21 06:00:00,94.381,151.4
 23.05.21 06:30:00,141.782,176.714
 23.05.21 07:00:00,147.423,187
 23.05.21 07:30:00,186.104,197.455
 23.05.21 08:00:00,196.152,204.545
 23.05.21 08:30:00,205.715,211
 23.05.21 09:00:00,213.393,213.667
 23.05.21 09:30:00,208.968,217.6
 23.05.21 10:00:00,209.754,219
 23.05.21 10:30:00,203.255,216.857
 23.05.21 11:00:00,203.352,215.545
 23.05.21 11:30:00,202.308,209
 23.05.21 12:00:00,204.058,207
 23.05.21 12:30:00,206.545,216
 23.05.21 13:00:00,200.064,218.2
 23.05.21 13:30:00,203.489,217
 23.05.21 14:00:00,200.602,218.273
 23.05.21 14:30:00,203.199,220.143
 23.05.21 15:00:00,208.76,220
 23.05.21 15:30:00,180.262,209.65
 23.05.21 16:00:00,193.294,196
 23.05.21 16:30:00,204.374,203.833
 23.05.21 17:00:00,211.362,216.917
 23.05.21 17:30:00,212.599,217
 23.05.21 18:00:00,213.022,219.222
 23.05.21 18:30:00,195.471,213
 23.05.21 19:00:00,206.514,212.3
 23.05.21 19:30:00,200.6,214.455
 23.05.21 20:00:00,171.602,210.667
 23.05.21 20:30:00,157.516,206
 23.05.21 21:00:00,78.792,183.667
 23.05.21 21:30:00,12.633,159.92
 23.05.21 22:00:00,0,115.122
 23.05.21 22:30:00,0,71.4
 23.05.21 23:00:00,0,33
 23.05.21 23:30:00,0,23
 24.05.21 00:00:00,0,22.8
 24.05.21 00:30:00,0,21.818
 24.05.21 01:00:00,0,20.545
 24.05.21 01:30:00,0,19.151
 24.05.21 02:00:00,0,19
 24.05.21 02:30:00,0,18.8
 24.05.21 03:00:00,0,18
 24.05.21 03:30:00,0,18
 24.05.21 04:00:00,0,18.75
 24.05.21 04:30:00,0,25.258
 24.05.21 05:00:00,0.219,56.4
 24.05.21 05:30:00,58.224,103.429
 24.05.21 06:00:00,138.583,154.787
 24.05.21 06:30:00,188.701,183.727
 24.05.21 07:00:00,208.358,199.7
